REF_ID;ORDEMBD;STUDY_AIM;SPECIES;SP_ORIGIN;POP_STATUS;SITE;AREA_HA;MUNICIPALITY;STATE;COUNTRY;LONGITUDE_X;LATITUDE_Y;PRECISION;UC;ANNUAL_TEMP;ANNUAL_RAIN;ALTITUDE;VEG_TYPE;BUFFER_20KM;OLSONECONAME;OLSONG200R;RIBEIROVEGTYPE;BSRS;METHOD;INST_NAME;COL_STRT_MO;COL_STRT_YR;COL_END_MO;COL_END_YR;LTR_EFF;CAM_EFF;SURV_EFF;;;
REF0507;PlazaM_1410;OCCUR;Alouatta belzebul;NA;NA;RPPN Mata da Estrela;NA;BAIA FORMOSA;RIO GRANDE DO NORTE;Brazil;-34.99849167;-6.40895;Not precise;NA;26.9;1578;7;NA;inside the 20 km polygon;Caatinga;NA;Areas de Tensao Ecologica;Pernambuco;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1411;OCCUR;Alouatta belzebul;NA;NA;Barra do Corda - Alto de Sao Pedro;NA;BARRA DO CORDA;MARANHAO;Brazil;-45.26666667;-5.533333333;Not precise;NA;25.8;1137;95;NA;NA;Cerrado;Cerrado Woodlands and Savannas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1412;OCCUR;Alouatta belzebul;NA;NA;NA;NA;IMPERATRIZ;MARANHAO;Brazil;-47.48333333;-5.533333333;Not precise;NA;26.2;1476;90;NA;NA;Cerrado;Cerrado Woodlands and Savannas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1413;OCCUR;Alouatta guariba;NA;NA;NA;NA;GUAIBA;RIO GRANDE DO SUL;Brazil;-51.33333333;-30.11666667;Not precise;NA;24.8;1401;3;NA;inside the 20 km polygon;Uruguayan savanna;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1414;OCCUR;Alouatta guariba;NA;NA;NA;NA;CACHOEIRA DO SUL;RIO GRANDE DO SUL;Brazil;-52.91666667;-30.01666667;Not precise;NA;24.9;1419;100;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1415;OCCUR;Alouatta guariba;NA;NA;NA;NA;GENERAL CAMARA;RIO GRANDE DO SUL;Brazil;-51.76666667;-29.9;Not precise;NA;24.9;1342;16;NA;inside the 20 km polygon;Uruguayan savanna;NA;Areas de Tensao Ecologica;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1416;OCCUR;Alouatta guariba;NA;NA;NA;NA;SANTA CRUZ DO SUL;RIO GRANDE DO SUL;Brazil;-52.43333333;-29.71666667;Not precise;NA;25;1311;148;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Decidual;Florestas de Araucaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1417;OCCUR;Alouatta guariba;NA;NA;NA;NA;SAO FRANCISCO DE PAULA;RIO GRANDE DO SUL;Brazil;-50.58333333;-29.45;Not precise;NA;19.8;2111;610;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1418;OCCUR;Alouatta guariba;NA;NA;NA;NA;SAO JOAO DO SUL;SANTA CATARINA;Brazil;-49.95;-29.2;Not precise;NA;23.4;1433;117;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1419;OCCUR;Alouatta guariba;NA;NA;NA;NA;BOM JESUS;RIO GRANDE DO SUL;Brazil;-50.4;-28.68333333;Not precise;NA;20.4;1722;967;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Estepe;Florestas de Araucaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0238;PlazaM_142;OCCUR;Alouatta caraya;NA;NA;NA;NA;JARDIM;MATO GROSSO DO SUL;Brazil;-56.13805556;-21.48027778;Not precise;NA;26.9;1369;230;NA;NA;Cerrado;Cerrado Woodlands and Savannas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1420;OCCUR;Alouatta guariba;NA;NA;NA;NA;PEJUCARA;RIO GRANDE DO SUL;Brazil;-53.5;-28.45;Not precise;NA;24;1743;510;NA;inside the 20 km polygon;Uruguayan savanna;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1421;OCCUR;Alouatta guariba;NA;NA;NA;NA;SAO JOAQUIM;SANTA CATARINA;Brazil;-49.93333333;-28.31666667;Not precise;NA;18.5;1674;1256;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Estepe;Florestas de Araucaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1422;OCCUR;Alouatta guariba;NA;NA;NA;NA;BOM RETIRO;SANTA CATARINA;Brazil;-49.51666667;-27.8;Not precise;NA;20.6;1578;1219;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1423;OCCUR;Alouatta guariba;NA;NA;NA;NA;FLORIANOPOLIS;SANTA CATARINA;Brazil;-48.48333333;-27.48333333;Not precise;NA;24.6;1514;115;NA;inside the 20 km polygon;Southern Atlantic mangroves;NA;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1424;OCCUR;Alouatta guariba;NA;NA;NA;NA;CHAPECO;SANTA CATARINA;Brazil;-52.6;-27.1;Not precise;NA;23;2024;616;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1425;OCCUR;Alouatta guariba;NA;NA;NA;NA;IBIRAMA;SANTA CATARINA;Brazil;-49.51666667;-27.06666667;Not precise;NA;24.3;1549;260;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1426;OCCUR;Alouatta guariba;NA;NA;NA;NA;JARAGUA DO SUL;SANTA CATARINA;Brazil;-49.06666667;-26.48333333;Not precise;NA;25.1;1590;205;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1427;OCCUR;Alouatta guariba;NA;NA;NA;NA;CORUPA;SANTA CATARINA;Brazil;-49.28333333;-26.41666667;Not precise;NA;24.5;1535;468;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1428;OCCUR;Alouatta guariba;NA;NA;NA;NA;JOINVILLE;SANTA CATARINA;Brazil;-48.83333333;-26.3;Not precise;NA;25.2;1715;101;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1429;OCCUR;Alouatta guariba;NA;NA;NA;NA;BITURUNA;PARANA;Brazil;-51.56666667;-26.16666667;Not precise;NA;20.1;1766;917;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0239;PlazaM_143;OCCUR;Brachyteles arachnoides;NA;NA;Parque Estadual Carlos Botelho;NA;SETE BARRAS;SAO PAULO;Brazil;-47.96666667;-24.49166667;Not precise;NA;26;1578;126;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1430;OCCUR;Alouatta guariba;NA;NA;NA;NA;GUARATUBA;PARANA;Brazil;-48.9;-25.96666667;Not precise;NA;24.8;1772;160;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1431;OCCUR;Alouatta guariba;NA;NA;NA;NA;CAMPO DO TENENTE;PARANA;Brazil;-49.68333333;-25.96666667;Not precise;NA;21.1;1286;892;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Araucaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1432;OCCUR;Alouatta guariba;NA;NA;Roca Nova;NA;SAO JORGE DOESTE;PARANA;Brazil;-52.91666667;-25.56666667;Not precise;NA;23.3;1796;382;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1433;OCCUR;Alouatta guariba;NA;NA;NA;NA;APIAI;SAO PAULO;Brazil;-48.85;-24.5;Not precise;NA;21.6;1383;914;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1434;OCCUR;Alouatta guariba;NA;NA;Itarape;NA;ITARARE;SAO PAULO;Brazil;-49.33333333;-24.11666667;Not precise;NA;22.6;1309;747;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1435;OCCUR;Alouatta guariba;NA;NA;NA;NA;ILHABELA;SAO PAULO;Brazil;-45.33333333;-23.83333333;Not precise;NA;22.8;2256;545;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1436;OCCUR;Alouatta guariba;NA;NA;Sertao do Rio Parana;NA;ALTONIA;PARANA;Brazil;-53.91666667;-23.83333333;Not precise;NA;24.9;1420;295;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1437;OCCUR;Alouatta guariba;NA;NA;NA;NA;MOGI DAS CRUZES;SAO PAULO;Brazil;-46.28333333;-23.76666667;Not precise;NA;18.7;2520;742;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1438;OCCUR;Alouatta guariba;NA;NA;Bacaetava;NA;IPERO;SAO PAULO;Brazil;-47.6;-23.43333333;Not precise;NA;22.5;1183;704;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1439;OCCUR;Alouatta guariba;NA;NA;Serra da Cantareira;NA;MAIRIPORA;SAO PAULO;Brazil;-46.65;-23.41666667;Not precise;NA;20;1430;929;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0240;PlazaM_144;OCCUR;Leontopithecus chrysomelas;NA;NA;Reserva Biologica Una;NA;ILHEUS;BAHIA;Brazil;-39.03666667;-15.10333333;Not precise;NA;25.8;1696;4;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1440;OCCUR;Alouatta guariba;NA;NA;NA;NA;ICARAIMA;PARANA;Brazil;-53.68333333;-23.38333333;Not precise;NA;24.9;1399;306;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1441;OCCUR;Alouatta guariba;NA;NA;Porto Camargo;NA;ICARAIMA;PARANA;Brazil;-53.73333333;-23.35;Not precise;NA;25.5;1397;222;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1442;OCCUR;Alouatta guariba;NA;NA;NA;NA;PARATY;RIO DE JANEIRO;Brazil;-44.71666667;-23.21666667;Not precise;NA;26.5;2284;NA;NA;inside the 20 km polygon;Southern Atlantic mangroves;NA;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1443;OCCUR;Alouatta guariba;NA;NA;Matto Dentro;NA;SAO JOSE DOS CAMPOS;SAO PAULO;Brazil;-45.85;-23.18333333;Not precise;NA;22.3;1269;582;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Savana;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1444;OCCUR;Alouatta guariba;NA;NA;NA;NA;QUERENCIA DO NORTE;PARANA;Brazil;-53.5;-23.06666667;Not precise;NA;25.5;1339;302;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1445;OCCUR;Alouatta guariba;NA;NA;NA;NA;ANHEMBI;SAO PAULO;Brazil;-48.13333333;-22.78333333;Not precise;NA;24;1233;451;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1446;OCCUR;Alouatta guariba;NA;NA;NA;NA;PIQUETE;SAO PAULO;Brazil;-45.18333333;-22.6;Not precise;NA;22.3;1606;698;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Savana;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1447;OCCUR;Alouatta guariba;NA;NA;NA;NA;COMENDADOR LEVY GASPARIAN;RIO DE JANEIRO;Brazil;-43.16666667;-22.05;Not precise;NA;24.4;1550;303;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1448;OCCUR;Alouatta guariba;NA;NA;Porto Novo;NA;ALEM PARAIBA;MINAS GERAIS;Brazil;-42.7;-21.88333333;Not precise;NA;26.2;1308;93;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1449;OCCUR;Alouatta guariba;NA;NA;Rio Novo;NA;RIO NOVO;MINAS GERAIS;Brazil;-43.13333333;-21.48333333;Not precise;NA;25.4;1434;501;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0241;PlazaM_145;OCCUR;Callithrix penicillata;NA;NA;Reserva Ecologica do IBGE;NA;BRASILIA;DISTRITO FEDERAL;Brazil;-47.88333333;-15.95;Not precise;NA;21.3;1607;1104;NA;NA;Cerrado;Cerrado Woodlands and Savannas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1450;OCCUR;Alouatta guariba;NA;NA;Rio Matipo;NA;CORREGO NOVO;MINAS GERAIS;Brazil;-42.5;-19.83333333;Not precise;NA;25.9;1121;305;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1451;OCCUR;Alouatta guariba;NA;NA;NA;NA;CARATINGA;MINAS GERAIS;Brazil;-42.13333333;-19.78333333;Not precise;NA;24.1;1157;912;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1452;OCCUR;Alouatta guariba;NA;NA;NA;NA;BOTUMIRIM;MINAS GERAIS;Brazil;-43.05;-17.16666667;Not precise;NA;23.5;992;689;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1453;OCCUR;Alouatta guariba;NA;NA;NA;NA;ARACUAI;MINAS GERAIS;Brazil;-41.8;-16.81666667;Not precise;NA;24.2;863;612;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1454;OCCUR;Alouatta guariba;NA;NA;NA;NA;FELISBURGO;MINAS GERAIS;Brazil;-40.65;-16.75;Not precise;NA;23.2;1053;620;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1455;OCCUR;Alouatta guariba;NA;NA;NA;NA;ARACUAI;MINAS GERAIS;Brazil;-41.98333333;-16.66666667;Not precise;NA;25.3;813;512;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1456;OCCUR;Alouatta guariba;NA;NA;NA;NA;ALMENARA;MINAS GERAIS;Brazil;-40.85;-16.01666667;Not precise;NA;26.8;846;303;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1457;OCCUR;Alouatta guariba;NA;NA;NA;NA;SALTO DA DIVISA;MINAS GERAIS;Brazil;-40.08333333;-15.95;Not precise;NA;26.5;790;353;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1458;OCCUR;Alouatta guariba;NA;NA;NA;NA;TERESOPOLIS;RIO DE JANEIRO;Brazil;-42.98333333;-22.43333333;Not precise;NA;21.7;1724;1039;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1459;OCCUR;Alouatta guariba;NA;NA;Fazenda Sao Jose;NA;MIMOSO DO SUL;ESPIRITO SANTO;Brazil;-41.2;-21.23333333;Not precise;NA;26.3;1004;49;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1460;OCCUR;Alouatta guariba;NA;NA;NA;NA;CACHOEIRO DE ITAPEMIRIM;ESPIRITO SANTO;Brazil;-41.13333333;-20.83333333;Not precise;NA;27.5;1066;88;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1461;OCCUR;Alouatta guariba;NA;NA;NA;NA;SIMONESIA;MINAS GERAIS;Brazil;-42.01666667;-20.11666667;Not precise;NA;23.2;1216;807;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1462;OCCUR;Alouatta guariba;NA;NA;Chaves;NA;SANTA MARIA DE JETIBA;ESPIRITO SANTO;Brazil;-40.65;-20.03333333;Not precise;NA;23;1301;711;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1463;OCCUR;Alouatta guariba;NA;NA;NA;NA;FUNDAO;ESPIRITO SANTO;Brazil;-40.38333333;-19.98333333;Not precise;NA;27.4;1118;96;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1464;OCCUR;Alouatta guariba;NA;NA;NA;NA;SANTA TERESA;ESPIRITO SANTO;Brazil;-40.6;-19.91666667;Not precise;NA;23;1306;667;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1465;OCCUR;Alouatta guariba;NA;NA;NA;NA;POCRANE;MINAS GERAIS;Brazil;-41.61666667;-19.61666667;Not precise;NA;25.5;1196;344;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1466;OCCUR;Alouatta guariba;NA;NA;Rio Mutum;NA;BAIXO GUANDU;ESPIRITO SANTO;Brazil;-40.88333333;-19.5;Not precise;NA;27.4;1151;269;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1467;OCCUR;Alouatta guariba;NA;NA;Rio Doce;NA;LINHARES;ESPIRITO SANTO;Brazil;-40.06666667;-19.41666667;Not precise;NA;26.9;1199;17;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1468;OCCUR;Alouatta guariba;NA;NA;NA;NA;TARUMIRIM;MINAS GERAIS;Brazil;-41.98333333;-19.26666667;Not precise;NA;26.2;1165;439;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1469;OCCUR;Alouatta guariba;NA;NA;Floresta Central de Minas Gerais;NA;SAO GERALDO DO BAIXIO;MINAS GERAIS;Brazil;-41.33333333;-18.93333333;Not precise;NA;25.6;1174;344;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0243;PlazaM_147;OCCUR;Callicebus coimbrai;NA;NA;Fazenda Trapsa;NA;ITAPORANGA DAJUDA;SERGIPE;Brazil;-37.23333333;-11.2;Not precise;NA;26.6;1496;19;NA;inside the 20 km polygon;Pernambuco interior forests;Atlantic Forests;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1470;OCCUR;Alouatta guariba;NA;NA;NA;NA;SAO MATEUS;ESPIRITO SANTO;Brazil;-39.85;-18.73333333;Not precise;NA;26.4;1240;19;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas das Formacoes Pioneiras;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1471;OCCUR;Alouatta guariba;NA;NA;NA;NA;CONCEICAO DA BARRA;ESPIRITO SANTO;Brazil;-39.75;-18.58333333;Not precise;NA;26.3;1329;1;NA;inside the 20 km polygon;Southern Atlantic mangroves;NA;Areas das Formacoes Pioneiras;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1472;OCCUR;Alouatta guariba;NA;NA;NA;NA;TEOFILO OTONI;MINAS GERAIS;Brazil;-41.51666667;-17.88333333;Not precise;NA;25.5;1104;466;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1473;OCCUR;Alouatta guariba;NA;NA;NA;NA;MACHACALIS;MINAS GERAIS;Brazil;-40.76666667;-17.06666667;Not precise;NA;25.9;1000;289;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1474;OCCUR;Alouatta guariba;NA;NA;NA;NA;PORTO SEGURO;BAHIA;Brazil;-39.08333333;-16.43333333;Not precise;NA;25.6;1599;1;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0507;PlazaM_1475;OCCUR;Alouatta guariba;NA;NA;Una;NA;UNA;BAHIA;Brazil;-39.06666667;-15.3;Not precise;NA;25.8;1624;7;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0508;PlazaM_1476;OCCUR;Sapajus nigritus;NA;NA;Floresta continua, Fazenda Monte Alegre - Klabin S. A.;NA;TELEMACO BORBA;PARANA;Brazil;-50.37916667;-24.13194444;Not precise;NA;21.5;1371;905;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0508;PlazaM_1477;OCCUR;Sapajus nigritus;NA;NA;Parque Athur Thomas;NA;LONDRINA;PARANA;Brazil;-51.13916667;-23.34194444;Not precise;NA;24.3;1400;518;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0508;PlazaM_1478;OCCUR;Sapajus nigritus;NA;NA;Floresta da Universidade Estadual de Londrina;NA;LONDRINA;PARANA;Brazil;-51.205;-23.32833333;Not precise;NA;23.8;1482;572;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0508;PlazaM_1479;OCCUR;Sapajus nigritus;NA;NA;Floresta Guido Nougueira, Fazenda Divina Pastoura;NA;PORTO RICO;PARANA;Brazil;-53.33277778;-22.86666667;Not precise;NA;25.4;1294;301;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
