REF_ID;ORDEMBD;STUDY_AIM;SPECIES;SP_ORIGIN;POP_STATUS;SITE;AREA_HA;MUNICIPALITY;STATE;COUNTRY;LONGITUDE_X;LATITUDE_Y;PRECISION;UC;ANNUAL_TEMP;ANNUAL_RAIN;ALTITUDE;VEG_TYPE;BUFFER_20KM;OLSONECONAME;OLSONG200R;RIBEIROVEGTYPE;BSRS;METHOD;INST_NAME;COL_STRT_MO;COL_STRT_YR;COL_END_MO;COL_END_YR;LTR_EFF;CAM_EFF;SURV_EFF;;;
Unpublished data. Hack, R. O. E.;HackR_13;OCCUR;Brachyteles arachnoides;Autochtone;NA;Fazenda Lagoa Alegre;12;CASTRO;PARANA;Brazil;-49.642127;-24.963566;Precise;No;22.3;1501;675;Mixed Ombrophilous forest - Dense Ombrophilous forest transition;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Line transect;NA;March;NA;Febuary;2017;98.2;NA;NA;;;
REF0827;HackR_2;OCCUR;Callithrix jacchus;Allochtone;NA;Parque Barigui;140;CURITIBA;PARANA;Brazil;-49.305387;-25.418235;Precise;Yes;21;1418;931;Mixed Ombrophilous forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;October;NA;November;NA;NA;NA;NA;;;
REF0828;HackR_3;OCCUR;Sapajus nigritus;Autochtone;NA;Sao Pedro do Ivai;585;SAO PEDRO DO IVAI;PARANA;Brazil;-51.870659;-23.857379;Precise;No;24.4;1474;363;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;September;NA;NA;NA;NA;NA;NA;;;
Unpublished data. Hack, R. O. E.;HackR_4;OCCUR;Sapajus nigritus;Autochtone;NA;Fazenda Capoeirinha;1200;CASTRO;PARANA;Brazil;-49.609926;-24.970889;Precise;No;23.7;1342;583;Mixed Ombrophilous forest - Dense Ombrophilous forest transition;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;March;NA;Febuary;2017;NA;NA;NA;;;
Unpublished data. Hack, R. O. E.;HackR_5;OCCUR;Sapajus nigritus;Autochtone;NA;Parque Estadual Vila Rica do Espirito Santo;353.86;FENIX;PARANA;Brazil;-51.962609;-23.926076;Precise;Yes;24.7;1484;304;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;June;NA;NA;NA;NA;NA;NA;;;
Unpublished data. Hack, R. O. E.;HackR_6;OCCUR;Sapajus nigritus;Autochtone;NA;Parque Estadual Pico do Marumbi;8745.45;MORRETES;PARANA;Brazil;-48.920106;-25.442995;Precise;Yes;22.7;1737;339;Dense Ombrophilous forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;Febuary;NA;NA;NA;NA;NA;NA;;;
Unpublished data. Hack, R. O. E.;HackR_7;OCCUR;Sapajus nigritus;Autochtone;NA;Reserva do rio Cachoeira;8600.32;ANTONINA;PARANA;Brazil;-48.698792;-25.316203;Not precise;Yes;26.1;2043;98;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;January;NA;NA;NA;NA;NA;NA;;;
Unpublished data. Hack, R. O. E.;HackR_8;OCCUR;Sapajus nigritus;Autochtone;NA;Parque Ecologico Paulo Gorski;111.26;CASCAVEL;PARANA;Brazil;-53.4362;-24.95395;Precise;Yes;21.8;1830;652;Mixed Ombrophilous forest - Semideciduous forest transition;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;September;NA;NA;NA;NA;NA;NA;;;
Unpublished data. Hack, R. O. E.;HackR_9;OCCUR;Sapajus nigritus;Autochtone;NA;Reserva Biologica de Comboios;784.63;LINHARES;ESPIRITO SANTO;Brazil;-39.890346;-19.669244;Precise;Yes;26.8;1204;1;Restinga;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;September;NA;NA;NA;NA;NA;NA;;;
REF0553;HirschA_1;OCCUR;Brachyteles arachnoides;NA;NA;Agua Doce;NA;PIEDADE;SAO PAULO;Brazil;-47.4;-23.71666667;Not precise;NA;20.4;1459;912;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MZUSP;NA;1944;NA;NA;NA;NA;NA;;;
REF0553;HirschA_10;OCCUR;Brachyteles arachnoides;NA;NA;conplexo de matas da parte SE da Serra dos Orgaos (varios municipios);NA;RIO BONITO;RIO DE JANEIRO;Brazil;-42.61666667;-22.66666667;Not precise;NA;22.8;1467;683;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;1971;NA;NA;NA;NA;NA;;;
REF0553;HirschA_100;OCCUR;Brachyteles hypoxanthus;NA;Extinct;Serra do Pontal do Sul;NA;COARACI;BAHIA;Brazil;-39.53333333;-14.63333333;Not precise;NA;24.7;1228;256;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Interview;NA;NA;1971;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1000;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Iracema, 7 km pela Estr. de Nova Canaa - Vila Icarai;NA;NOVA CANAA;BAHIA;Brazil;-40.16666667;-14.85;Not precise;NA;23.7;1006;455;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1001;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. HIASSU, prox. a W de Palmares;NA;ITAJU DO COLONIA;BAHIA;Brazil;-39.8;-15.33333333;Not precise;NA;25.1;912;305;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Estacional Semidecidual;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1002;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Havai, Serra Palmitar, m.esq. do  R. Jequitinhonha;NA;ITAPEBI;BAHIA;Brazil;-39.68333333;-15.88333333;Not precise;NA;25;968;195;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1003;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Graciosa, 25 km ao N da Sede, na Estr. Ibicui - Ibitupa;NA;IBICUI;BAHIA;Brazil;-39.88333333;-14.68333333;Not precise;NA;24.3;1021;431;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1004;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Ferkau, prox. de Olivenca;NA;ILHEUS;BAHIA;Brazil;-39.03333333;-14.96666667;Not precise;NA;25.6;1774;1;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1005;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Farao, 8 km ao S de Una, pela Rod. BA-001 (Ilheus - Canavieiras), em bancos e m.dir. do R. Sao Pedro;NA;UNA;BAHIA;Brazil;-39.05;-15.33333333;Not precise;NA;25.8;1666;3;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1006;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Dendhevea, 20 km a L de Una, pela Rod. BA-676 (Una - Arataca);NA;UNA;BAHIA;Brazil;-39.21666667;-15.23333333;Not precise;NA;25.2;1344;69;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1007;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Consolo da Nega, Riacho Sapucaia, prox. da Sede;NA;ITAPETINGA;BAHIA;Brazil;-40.18333333;-15.21666667;Not precise;NA;24.8;852;303;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1008;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Cedrinho, 13 km a SE da Sede, regiao dos Corrego Cedrinho e Cedro;NA;POTIRAGUA;BAHIA;Brazil;-39.81666667;-15.7;Not precise;NA;25.3;882;221;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1009;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Canal Torto, na Estr. para Agua Doce, ao N da Sede;NA;SANTA CRUZ DA VITORIA;BAHIA;Brazil;-39.83333333;-14.88333333;Not precise;NA;24.8;1001;264;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0553;HirschA_101;OCCUR;Brachyteles hypoxanthus;NA;Extinct;Serra Joao Pinto;NA;CONSELHEIRO PENA;MINAS GERAIS;Brazil;-41.5;-19.16666667;Not precise;NA;27;1137;147;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Interview;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1010;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Camponesa, Estr. da Balsa do R. Pardo, ao S da Sede;NA;ITAPETINGA;BAHIA;Brazil;-40.2;-15.4;Not precise;NA;25.5;805;216;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1011;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Cafe Sem Troco, 11 km pela Estr. Santa Cruz da Vitoria - Itaju do Colonia;NA;ITAJU DO COLONIA;BAHIA;Brazil;-39.8;-15.05;Not precise;NA;25;975;222;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1012;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Cabana da Serra, limite S da REBIO de Una;NA;UNA;BAHIA;Brazil;-39.06666667;-15.21666667;Not precise;NA;25.5;1609;8;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1013;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Buenos Aires, Rib. dos Indios, entre Ibicui e Agua Doce;NA;IBICUI;BAHIA;Brazil;-39.9;-14.8;Not precise;NA;23.9;939;302;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1014;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Borrachudo;NA;ITABUNA;BAHIA;Brazil;-39.26666667;-14.8;Not precise;NA;25.6;1412;44;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Museum;FMNH;NA;1815;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1015;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Bolandeira, Comandatuba, 10 km ao S de Una pela Rod. BA-001 (Ilheus - Canavieiras);NA;UNA;BAHIA;Brazil;-39;-15.35;Not precise;NA;25.8;1713;1;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1016;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Assica, 15 km pela Rod. BA-___ (Una - Sao Jose da Vitoria);NA;UNA;BAHIA;Brazil;-39.18333333;-15.23333333;Not precise;NA;25.2;1408;54;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1017;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Apora, 11 km pela Estr. para Agua Doce, ao N da Sede;NA;SANTA CRUZ DA VITORIA;BAHIA;Brazil;-39.83333333;-14.8;Not precise;NA;24.3;962;392;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1018;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Anamam, 8 km ao S de Una, pela Rod. BA-001 (Ilheus - Canavieiras), em bancos e m.dir. do R. Sao Pedro;NA;UNA;BAHIA;Brazil;-39.05;-15.33333333;Not precise;NA;25.8;1666;3;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1019;OCCUR;Leontopithecus chrysomelas;NA;NA;Faz. Alsacea (Uberlandia), 17 km ao N de Itarantim, m.dir. do R. Maiquinique;NA;ITARANTIM;BAHIA;Brazil;-40.06666667;-15.5;Not precise;NA;25.4;803;352;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0553;HirschA_102;OCCUR;Brachyteles hypoxanthus;NA;Extinct;Topazio (e Pedro Verciano);NA;TEOFILO OTONI;MINAS GERAIS;Brazil;-41.5;-17.85;Not precise;NA;25.8;1079;411;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Interview;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1020;OCCUR;Leontopithecus chrysomelas;NA;NA;Esquina do Gongoji, Faz. Gebara;NA;GONGOGI;BAHIA;Brazil;-39.5;-14.31666667;Not precise;NA;24.6;1283;153;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1021;OCCUR;Leontopithecus chrysomelas;NA;NA;Cor. Ribeirao Grande, juncao com o R. Catole Pequeno, a NW de Itapetinga;NA;ITAMBE;BAHIA;Brazil;-40.35;-15.18333333;Not precise;NA;24.9;889;315;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1022;OCCUR;Leontopithecus chrysomelas;NA;NA;Cor. Pau Sangue, juncao com o R. Maiquinique;NA;ITARANTIM;BAHIA;Brazil;-40.13333333;-15.55;Not precise;NA;25.4;789;310;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1023;OCCUR;Leontopithecus chrysomelas;NA;NA;Barragem da Estr. do Funil;NA;GONGOGI;BAHIA;Brazil;-39.5;-14.28333333;Not precise;Yes;24.7;1300;163;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1024;OCCUR;Leontopithecus chrysomelas;NA;NA;Barragem da Estr. do Funil (mar.dir. do R. de Contas, Faz. Sao Jorge);NA;UBAITABA;BAHIA;Brazil;-39.48333333;-14.26666667;Not precise;Yes;25.1;1278;118;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1025;OCCUR;Leontopithecus rosalia;NA;NA;Tijuca;NA;RIO DE JANEIRO;RIO DE JANEIRO;Brazil;-43.18333333;-22.91666667;Not precise;Yes;26;1277;27;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1026;OCCUR;Leontopithecus rosalia;NA;NA;Rosario;NA;PETROPOLIS;RIO DE JANEIRO;Brazil;-43.16666667;-22.51666667;Not precise;NA;21.5;1935;856;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MNRJ;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1027;OCCUR;Alouatta guariba;NA;NA;NA;NA;SAO MATEUS DO SUL;PARANA;Brazil;-50.38333333;-25.86666667;Not precise;NA;21.4;1494;777;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Museum;MHNCI;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1028;OCCUR;Alouatta guariba;NA;NA;Sertao do Rio Parana;NA;ICARAIMA;PARANA;Brazil;-53.55;-23.5;Not precise;NA;24.6;1400;306;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MHNCI;NA;1945;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1029;OCCUR;Alouatta guariba;NA;NA;R. Parana, Ilha Sete Quedas, Salto das Sete Quedas;NA;GUAIRA;PARANA;Brazil;-54.16666667;-24.05;Not precise;NA;25.8;1551;218;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;NA;NA;Museum;MZUSP;NA;1969;NA;NA;NA;NA;NA;;;
REF0553;HirschA_103;OCCUR;Brachyteles hypoxanthus;NA;NA;NA;NA;ALFREDO CHAVES;ESPIRITO SANTO;Brazil;-40.75;-20.63333333;Not precise;NA;27;1098;148;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1030;OCCUR;Alouatta guariba;NA;NA;Faz. Anta Podre;NA;ARACUAI;MINAS GERAIS;Brazil;-41.98333333;-16.66666667;Not precise;NA;25.3;813;512;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;NA;NA;NA;NA;NA;1988;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1031;OCCUR;Callicebus melanochir;NA;NA;R. Jequitinhonha, m.dir.;NA;SALTO DA DIVISA;MINAS GERAIS;Brazil;-39.93333333;-16.08333333;Not precise;NA;26.2;842;185;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;1988;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1032;OCCUR;Callicebus melanochir;NA;NA;Faz. Nossa Senhora das Gracas;NA;FELISBURGO;MINAS GERAIS;Brazil;-40.66666667;-16.81666667;Not precise;NA;23.1;1061;735;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;1988;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1033;OCCUR;Callicebus melanochir;NA;NA;Faz. Arara ou Morro da Arara;NA;NA;BAHIA;Brazil;-39.48;-18.06;Not precise;NA;NA;NA;NA;NA;inside the 20 km polygon;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1034;OCCUR;Callicebus nigrifrons;NA;NA;NA;NA;INHAPIM;MINAS GERAIS;Brazil;-42.16;-19.49;Not precise;NA;25.2;1220;479;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MNRJ;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1035;OCCUR;Callicebus nigrifrons;NA;NA;Visconde de Soutelo;NA;INCONFIDENTES;MINAS GERAIS;Brazil;-46.3;-22.35;Not precise;NA;20.4;1559;996;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Interior;Museum;MZUSP;NA;1945;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1036;OCCUR;Callithrix geoffroyi;NA;NA;R. Jequitinhonha, m.dir.;NA;SALTO DA DIVISA;MINAS GERAIS;Brazil;-39.93333333;-16.08333333;Not precise;NA;26.2;842;185;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;1988;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1037;OCCUR;Callithrix geoffroyi;NA;NA;Faz. Nossa Senhora das Gracas;NA;FELISBURGO;MINAS GERAIS;Brazil;-40.66666667;-16.81666667;Not precise;NA;23.1;1061;735;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;1988;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1038;OCCUR;Callithrix kuhlii;NA;NA;prox. da Sede;NA;NAZARE;BAHIA;Brazil;-39;-12.98333333;Not precise;NA;25.7;1551;130;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1039;OCCUR;Sapajus robustus;NA;NA;Sapucaieira, Faz. Mucuge;NA;ALCOBACA;BAHIA;Brazil;-39.21666667;-17.5;Not precise;NA;26.5;1090;1;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas das Formacoes Pioneiras;Bahia;Museum;MNRJ;NA;1949;NA;NA;NA;NA;NA;;;
REF0553;HirschA_104;OCCUR;Brachyteles hypoxanthus;NA;NA;NA;NA;NOVA MODICA;MINAS GERAIS;Brazil;-41.56;-18.51;Not precise;NA;25.2;1170;542;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;NA;NA;1936;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1040;OCCUR;Sapajus robustus;NA;NA;Faz. Paiol;NA;VIRGEM DA LAPA;MINAS GERAIS;Brazil;-42.21666667;-16.83333333;Not precise;NA;25.5;849;353;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;NA;NA;NA;NA;NA;1988;NA;NA;NA;NA;NA;;;
REF0593;HirschA_1041;OCCUR;Sapajus robustus;NA;NA;Faz. Irmaos Atachi, Buriti;NA;JOSE GONCALVES DE MINAS;MINAS GERAIS;Brazil;-42.63333333;-16.85;Not precise;NA;23.1;945;734;NA;NA;Cerrado;Cerrado Woodlands and Savannas;NA;NA;NA;NA;NA;1988;NA;NA;NA;NA;NA;;;
unpublished data. Hisch, A.;HirschA_1042;OCCUR;Alouatta guariba;NA;NA;Morro Sao Pedro;NA;LAGOA DOS PATOS;RIO GRANDE DO SUL;Brazil;-51.25;-30.08333333;Not precise;NA;24.9;1392;43;NA;inside the 20 km polygon;NA;NA;NA;NA;Visualization;NA;NA;1996;NA;NA;NA;NA;NA;;;
REF0594;HirschA_1043;OCCUR;Alouatta guariba;NA;NA;R. Itanhem, Alto;NA;MACHACALIS;MINAS GERAIS;Brazil;-40.75;-17.08333333;Not precise;NA;25.7;1017;305;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MZUSP;NA;1954;NA;NA;NA;NA;NA;;;
REF0594;HirschA_1044;OCCUR;Callicebus sp.;NA;NA;NA;NA;BUENOPOLIS;MINAS GERAIS;Brazil;-44.18333333;-17.9;Not precise;NA;25;1153;596;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0594;HirschA_1045;OCCUR;Callithrix aurita;NA;NA;NA;NA;SAO PAULO;SAO PAULO;Brazil;-46.5;-23.5;Not precise;NA;21.4;1371;648;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Savana;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0594;HirschA_1046;OCCUR;Callithrix aurita;NA;NA;NA;NA;ITATIBA;SAO PAULO;Brazil;-46.85;-23;Not precise;NA;21.4;1329;713;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MZUSP;NA;NA;NA;NA;NA;NA;NA;;;
REF0594;HirschA_1047;OCCUR;Callithrix aurita;NA;NA;NA;NA;CAMPINAS;SAO PAULO;Brazil;-47.08333333;-22.9;Not precise;NA;22;1313;667;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0594;HirschA_1048;OCCUR;Callithrix aurita;NA;NA;Vargem Grande, Faz. Pombal;NA;PILAR DO SUL;SAO PAULO;Brazil;-47.75;-23.86666667;Not precise;NA;20.9;1335;884;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0594;HirschA_1049;OCCUR;Callithrix aurita;NA;NA;Silveira Lobo;NA;BARAO DE MONTE ALTO;MINAS GERAIS;Brazil;-42.26666667;-21.3;Not precise;NA;25.5;1287;297;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MNHN;NA;1922;NA;NA;NA;NA;NA;;;
REF0553;HirschA_105;OCCUR;Brachyteles hypoxanthus;NA;NA;NA;NA;TEOFILO OTONI;MINAS GERAIS;Brazil;-41.5;-17.85;Not precise;NA;25.8;1079;411;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MZUSP;NA;1958;NA;NA;NA;NA;NA;;;
REF0594;HirschA_1050;OCCUR;Callithrix aurita;NA;NA;Serra dos Orgaos;NA;TERESOPOLIS;RIO DE JANEIRO;Brazil;-42.95;-22.45;Not precise;Yes;20.1;1721;895;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MNRJ;NA;NA;NA;NA;NA;NA;NA;;;
REF0594;HirschA_1051;OCCUR;Callithrix aurita;NA;NA;Serra do Mar (Nucleo Picinguaba);NA;PARATY;RIO DE JANEIRO;Brazil;-44.73333333;-23.21666667;Not precise;Yes;26.4;2294;99;NA;inside the 20 km polygon;Southern Atlantic mangroves;NA;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
